EmpID,FirstName,LastName,FullName,StartDate,ExitDate,TitleOfJob,Supervisor,EmployerEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,CurrentEmployeeRating
1839,Aydin,Perry,Aydin Perry,8-17-2021,8-31-2022,Production Technician I,Joshua Glenn,aydin.perry@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Voluntary,First sing others lot film anyone.,Production       ,People Services,3-29-1968,MA,Assistant,Female,74361,Other,Single,Exceeds,3
1845,Amanda,Lambert,Amanda Lambert,03-05-2020,8-22-2021,Production Technician I,Matthew Ramirez,amanda.lambert@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Voluntary,Force leader remain machine place.,Production       ,Aerial,12-23-1941,MA,Laborer,Female,78947,Black,Single,Needs Improvement,3
1847,Maverick,Lang,Maverick Lang,12-03-2022,12-24-2022,Production Technician I,Lee Lucas,maverick.lang@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Resignation,Beat scene dream because by who ok.,Production       ,Project Management - Con,10-16-2000,MA,Project Manager,Male,16653,Other,Divorced,Needs Improvement,3
1850,Breanna,Cardenas,Breanna Cardenas,12-15-2019,6-25-2021,Production Technician I,Ashley Orozco,breanna.cardenas@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Voluntary,Food few generation seek outside.,Production       ,Aerial,10-23-1996,MA,Lineman,Female,78073,White,Married,PIP,3
1851,Tripp,Blake,Tripp Blake,11-11-2021,08-01-2022,Production Technician I,Angelica Vazquez,tripp.blake@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone B,Temporary,Retirement,Left how maintain structure these enter kitchen.,Production       ,General - Con,10-29-1967,MA,Laborer,Female,57276,Hispanic,Single,PIP,3
1852,Elaine,Moon,Elaine Moon,2-15-2019,7-28-2023,Production Technician I,Christopher Ponce,elaine.moon@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Voluntary,Fall share energy myself.,Production       ,General - Con,10-18-1981,MA,Technician,Female,47682,Black,Single,PIP,3
1854,Leslie,Potts,Leslie Potts,10-25-2020,4-18-2022,Production Technician II,Joshua Evans,leslie.potts@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Involuntary,Fight ahead group.,Production       ,Shop (Fleet),8-29-1962,MA,Mechanic,Female,68252,Asian,Married,PIP,3
1855,Keith,Haas,Keith Haas,7-25-2022,4-26-2023,Production Technician II,Lisa Hernandez,keith.haas@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Retirement,Pretty line two she accept be.,Production       ,General - Con,5-19-1947,MA,Locator,Male,42024,Other,Married,Exceeds,3
1857,Erik,Graham,Erik Graham,11-13-2021,3-17-2023,Production Technician II,David Garcia,erik.graham@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone C,Temporary,Involuntary,Have appear along within western city drug tough.,Production       ,Billable Consultants,06-04-1956,MA,Engineer,Male,93336,Other,Divorced,Exceeds,3
1858,Lailah,Haney,Lailah Haney,05-07-2019,11-27-2019,Production Technician I,Ryan Baker,lailah.haney@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Resignation,Reality line toward follow well able.,Production       ,Wireline Construction,2-20-1988,MA,Lineman,Female,16981,Asian,Widowed,Exceeds,3
1859,Mohamed,Gay,Mohamed Gay,12-31-2020,03-04-2021,Production Technician I,Tammy Poole,mohamed.gay@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Voluntary,Article hope tree happy affect check people.,Production       ,Field Operations,12-14-1982,MA,Field Technician,Female,66623,Hispanic,Married,Exceeds,3
1860,Frankie,Banks,Frankie Banks,12-10-2019,03-07-2020,Production Technician I,Jenna Perry,frankie.banks@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Involuntary,Entire list exactly control enough.,Production       ,Project Management - Con,06-09-2000,MA,Coordinator,Female,34484,Asian,Divorced,Exceeds,3
1863,Amari,Bowen,Amari Bowen,11-04-2019,12-29-2021,Production Technician I,Jennifer Boone,amari.bowen@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Involuntary,Nor director yard within car into final.,Production       ,Engineers,9-18-1987,MA,Engineer,Female,87036,Other,Single,Exceeds,3
1864,Prince,Dickerson,Prince Dickerson,06-03-2023,7-18-2023,Production Technician I,Karen Smith,prince.dickerson@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Resignation,Take health either southern religious today.,Production       ,Field Operations,5-26-1972,MA,Splicer,Female,51953,Hispanic,Married,Exceeds,3
1867,Mauricio,Buchanan,Mauricio Buchanan,01-09-2021,8-17-2021,Production Technician I,Natalie Roman,mauricio.buchanan@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Involuntary,Apply must visit street.,Production       ,Engineers,11-01-1942,MA,Technician,Male,25698,Asian,Divorced,Needs Improvement,3
1868,Briana,Wang,Briana Wang,3-22-2022,5-15-2023,Production Technician I,Anthony Diaz,briana.wang@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Resignation,Always agree room animal drug.,Production       ,Field Operations,11-28-2000,MA,Laborer,Male,6756,Black,Single,Needs Improvement,3
1872,Reyna,Good,Reyna Good,12-05-2022,6-18-2023,Production Technician I,Andrew Ball,reyna.good@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Retirement,General nature open.,Production       ,Field Operations,12-21-1972,MA,Laborer,Female,64371,Hispanic,Married,Fully Meets,3
1873,Nathalie,Rivera,Nathalie Rivera,7-20-2019,8-28-2019,Production Technician II,Christine Larson,nathalie.rivera@bilearner.com,BPC,Active,Contract,Zone C,Temporary,Involuntary,Art professional rather move explain.,Production       ,Engineers,1-23-1960,MA,Technician,Female,76588,Black,Married,Fully Meets,3
1875,Taylor,Mann,Taylor Mann,01-04-2021,03-04-2023,Production Technician II,Patricia Robbins,taylor.mann@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Involuntary,Young finally can fact.,Production       ,General - Con,08-01-1953,MA,Foreman,Male,24806,Other,Single,Fully Meets,3
1876,Rylee,Stevenson,Rylee Stevenson,10-14-2022,03-02-2023,Production Technician II,Terry Stevens,rylee.stevenson@bilearner.com,MSC,Leave of Absence,Full-Time,Zone A,Part-Time,Resignation,Sound modern feel special me fish produce.,Production       ,Field Operations,10-21-1943,MA,Operator,Female,40691,Hispanic,Single,Fully Meets,3
1878,Kobe,Crosby,Kobe Crosby,10-02-2022,6-28-2023,Production Technician I,Elizabeth Miller,kobe.crosby@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Voluntary,Toward situation politics.,Production       ,Splicing,6-17-2001,MA,Manager,Female,78562,White,Single,Fully Meets,3
1879,Carmen,Davidson,Carmen Davidson,11-25-2018,6-14-2020,Production Technician I,David Vasquez,carmen.davidson@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Involuntary,Key real fill never sing feeling.,Production       ,Engineers,10-30-1965,MA,Engineer,Female,56517,Black,Single,Fully Meets,3
1880,Sidney,Moran,Sidney Moran,07-09-2021,1-28-2023,Production Technician I,Alexandra Rice,sidney.moran@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Voluntary,Within direction court hope security stuff early.,Production       ,Project Management - Con,01-07-1966,MA,Foreman,Female,10781,Black,Widowed,Fully Meets,3
1882,Baron,Luna,Baron Luna,11-09-2021,1-13-2023,Production Technician I,Christina Burgess,baron.luna@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Retirement,List try partner four tax.,Production       ,Fielders,02-06-1945,MA,Engineer,Female,91039,Asian,Divorced,Fully Meets,3
1883,Giselle,Butler,Giselle Butler,8-27-2018,3-23-2019,Production Technician I,Regina Goodwin,giselle.butler@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Voluntary,Unit computer what age career.,Production       ,Project Management - Con,07-03-1967,MA,Project Manager,Female,26876,Black,Single,Fully Meets,3
1886,Ahmed,Montgomery,Ahmed Montgomery,10-04-2022,03-05-2023,Production Technician I,Daniel Guerra,ahmed.montgomery@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Involuntary,Amount establish away part.,Production       ,Executive,12-06-1984,MA,Administrator,Male,79888,White,Single,Fully Meets,3
1888,Darian,Wall,Darian Wall,05-05-2020,7-25-2023,Production Technician I,Veronica Murphy,darian.wall@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Voluntary,History follow budget forget instead mind.,Production       ,Engineers,12-26-1947,MA,Engineer,Female,36015,White,Married,Fully Meets,3
1898,Shaun,Velazquez,Shaun Velazquez,06-05-2019,10-20-2020,Production Technician I,Benjamin Lang,shaun.velazquez@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Voluntary,Benefit avoid fill begin any individual thousand.,Production       ,Field Operations,1-14-1997,MA,Laborer,Female,5154,White,Single,Fully Meets,3
1899,Kolton,Duarte,Kolton Duarte,12-12-2020,5-28-2023,Production Technician I,Ashley Cannon,kolton.duarte@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Retirement,Occur tough thousand on recent.,Production       ,Field Operations,09-06-1982,MA,Laborer,Female,57914,Asian,Married,Fully Meets,3
1902,Sarahi,Raymond,Sarahi Raymond,09-08-2020,9-19-2022,Production Technician I,Samantha Hester,sarahi.raymond@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Retirement,Brother a billion wife watch south.,Production       ,Engineers,02-11-1952,MA,Project Manager,Male,86441,Other,Divorced,Fully Meets,3
1903,Taylor,Wiggins,Taylor Wiggins,12-14-2020,12-07-2021,Production Technician I,Roger Lynch,taylor.wiggins@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Resignation,Can ahead cell in most generation reduce.,Production       ,Field Operations,04-11-1960,MA,Foreman,Female,39875,Black,Divorced,Fully Meets,3
1911,Kael,Fisher,Kael Fisher,1-24-2021,1-27-2022,Production Technician I,Angela Bailey,kael.fisher@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Resignation,Human box wish natural student staff.,Production       ,Wireline Construction,06-12-1991,MA,Laborer,Female,36064,White,Divorced,Fully Meets,3
1912,Erica,French,Erica French,03-06-2020,03-06-2021,Production Technician II,Brett Sims,erica.french@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,Retirement,Here relationship possible purpose instead.,Production       ,Engineers,10-16-1987,MA,Engineer,Female,7544,Asian,Married,Fully Meets,3
1913,Damaris,Oneal,Damaris Oneal,11-19-2022,2-15-2023,Production Technician II,Natalie Johnson,damaris.oneal@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Involuntary,Fine many herself field method draw learn.,Production       ,General - Con,7-26-1972,MA,Lineman,Male,70057,White,Married,Fully Meets,3
1914,Rebecca,Craig,Rebecca Craig,3-15-2019,10-02-2019,Production Technician II,Deanna Freeman,rebecca.craig@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Resignation,Scene receive customer way medical way itself.,Production       ,Engineers,04-04-1981,MA,Project Manager,Female,34085,Other,Married,Fully Meets,3
1915,Carley,Waters,Carley Waters,05-11-2023,07-05-2023,Production Technician II,Mary Todd,carley.waters@bilearner.com,NEL,Leave of Absence,Part-Time,Zone B,Temporary,Voluntary,Rate pick despite too happy.,Production       ,General - Con,7-23-1946,MA,Laborer,Female,25099,Asian,Divorced,Fully Meets,3
1916,Kadyn,Harrison,Kadyn Harrison,02-05-2022,02-07-2023,Production Technician II,Kevin Perkins,kadyn.harrison@bilearner.com,PL,Leave of Absence,Full-Time,Zone A,Full-Time,Involuntary,Shake hold standard team seat word.,Production       ,General - Con,9-25-1963,MA,Technician,Male,86671,Other,Divorced,Fully Meets,3
1918,Callum,Blair,Callum Blair,01-09-2023,3-14-2023,Production Technician I,Kayla Shelton,callum.blair@bilearner.com,MSC,Active,Contract,Zone B,Temporary,Involuntary,Talk beyond year seven.,Production       ,Field Operations,09-12-1990,MA,Supervisor,Female,36065,Black,Single,Fully Meets,3
1919,Emilie,Donaldson,Emilie Donaldson,05-01-2022,11-21-2022,Production Technician I,Dylan Foster,emilie.donaldson@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Man mean daughter best quite guess.,Production       ,Shop (Fleet),8-15-1990,MA,Shop,Female,7972,Other,Widowed,Fully Meets,3
1920,Darius,Duke,Darius Duke,1-26-2021,08-06-2021,Production Technician I,Mary Morgan,darius.duke@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Retirement,Avoid song interview them class.,Production       ,Field Operations,08-03-1948,MA,Tower Hand,Female,81226,Hispanic,Widowed,Fully Meets,3
1921,Kenya,Decker,Kenya Decker,09-06-2021,07-02-2023,Production Technician I,Danny Howard,kenya.decker@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Voluntary,Member space player.,Production       ,Engineers,7-27-1994,MA,Engineer,Male,10345,Other,Married,Fully Meets,3
1923,Giana,Roach,Giana Roach,3-31-2023,4-30-2023,Production Technician I,John Adams,giana.roach@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Involuntary,Officer thus service.,Production       ,People Services,11-05-1966,MA,Director,Female,46757,Other,Widowed,Fully Meets,3
1924,Teagan,Swanson,Teagan Swanson,5-16-2023,5-29-2023,Production Technician I,Derek Thompson,teagan.swanson@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Voluntary,More sure call best.,Production       ,Field Operations,11-29-1994,MA,Foreman,Female,53602,Hispanic,Married,Fully Meets,3
1925,Jerome,Fischer,Jerome Fischer,4-29-2023,07-07-2023,Production Technician I,Jason Kelly,jerome.fischer@bilearner.com,CCDR,Active,Contract,Zone B,Full-Time,Voluntary,Gun better when. Ok suddenly certain seat.,Production       ,Splicing,2-13-1980,MA,Laborer,Male,91520,Other,Divorced,Fully Meets,3
1927,Turner,Bradley,Turner Bradley,11-03-2022,04-02-2023,Production Technician I,Jeffrey Peters,turner.bradley@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Involuntary,Explain put must.,Production       ,Field Operations,04-06-1976,MA,Technician,Male,4497,Hispanic,Married,Fully Meets,3
1932,John,Smith,John Smith,12-24-2019,06-12-2022,Sales Manager,Emily Gaines,john.smith@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Voluntary,Ok glass media learn grow.,Sales,General - Sga,8-16-1977,MA,Project Manager,Male,1886,Other,Widowed,Fully Meets,3
1934,Donysha,Kampew,Donysha Kampew,6-25-2019,10-04-2020,Sales Manager,Steve Grant,donysha.kampew@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone B,Full-Time,Voluntary,Baby still now positive traditional head while.,Sales,General - Eng,9-29-1991,PA,Supervisor,Female,19444,Other,Widowed,Fully Meets,3
1937,Maryjane,Choi,Maryjane Choi,3-30-2022,1-30-2023,Production Technician II,Kayla Peterson,maryjane.choi@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Decide prevent town important front.,Sales,Engineers,3-25-1957,PA,Technician,Female,34825,Asian,Single,Fully Meets,3
1942,Jett,Kent,Jett Kent,7-30-2019,11-09-2022,Production Technician II,William Thompson,jett.kent@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Retirement,Sense station management factor.,Sales,Wireline Construction,02-11-1964,MA,Laborer,Female,37830,Other,Widowed,Fully Meets,3
1943,Zander,Aguilar,Zander Aguilar,05-08-2022,11-17-2022,Production Technician II,Timothy Wheeler,zander.aguilar@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Table try place week.,Sales,Shop (Fleet),3-23-1956,PA,Mechanic,Female,34057,White,Widowed,Fully Meets,3
1945,Jaxson,Brady,Jaxson Brady,3-28-2019,12-10-2022,Sales Manager,Christopher Murray DDS,jaxson.brady@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone A,Temporary,Resignation,Team brother social realize town.,Sales,Engineers,2-17-1977,MA,Engineer,Female,36863,White,Married,Fully Meets,3
1948,Skyla,Lambert,Skyla Lambert,07-02-2022,08-09-2022,Production Technician II,Teresa Williamson,skyla.lambert@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,Step loss place continue inside.,Sales,Splicing,12-08-1963,PA,Splicer,Female,46619,Black,Married,Fully Meets,3
1950,Lilliana,Walker,Lilliana Walker,7-21-2023,7-21-2023,Production Technician II,Stephanie Anderson,lilliana.walker@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone C,Temporary,Involuntary,Long before return human peace century team.,Production       ,Splicing,3-24-1958,PA,Splicer,Female,30495,Asian,Married,Fully Meets,3
1951,Lindsay,Copeland,Lindsay Copeland,8-26-2020,5-30-2021,Sales Manager,Jeffery Snyder,lindsay.copeland@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Final send three.,Sales,Aerial,10-09-1960,MA,Foreman,Female,32929,Asian,Married,Fully Meets,3
1953,Barbara,Sutwell,Barbara Sutwell,04-06-2023,5-24-2023,Production Technician I,Jeffrey Murphy,barbara.sutwell@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Retirement,Any adult enter these less.,Production       ,Finance & Accounting,2-20-1976,MA,Cfo,Female,2718,Asian,Divorced,Fully Meets,3
1954,Lenora,Tejeda,Lenora Tejeda,2-18-2019,10-31-2022,Production Technician II,Heather Riley,lenora.tejeda@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone C,Temporary,Voluntary,Learn yes material management Mr vote.,Production       ,Finance & Accounting,7-22-1968,MA,Administration,Female,2129,Other,Divorced,Fully Meets,3
1957,Melisa,Gerke,Melisa Gerke,5-13-2019,5-30-2022,Production Technician I,Jimmy Cox,melisa.gerke@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Retirement,Prove do voice ten likely do.,Production       ,Field Operations,2-15-1975,MA,Manager,Female,2330,Asian,Widowed,Fully Meets,3
1959,Kamrin,Sander,Kamrin Sander,04-01-2022,4-28-2022,Production Technician I,Kirsten Patel,kamrin.sander@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Voluntary,Nation fight role according team candidate.,Production       ,Project Management - Con,08-02-1989,MA,Coordinator,Female,2154,Asian,Married,Fully Meets,3
1961,Nina,Panjwani,Nina Panjwani,10-11-2018,05-04-2022,Production Technician I,Matthew Hawkins,nina.panjwani@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Voluntary,Trip letter possible institution nothing.,Production       ,General - Eng,7-17-1945,MA,Drafter,Female,2351,Black,Married,Fully Meets,3
1962,Megan,Faller,Megan Faller,6-25-2023,7-25-2023,Production Technician II,Susan Gilbert,megan.faller@bilearner.com,CCDR,Active,Contract,Zone C,Part-Time,Involuntary,It likely program stay product.,Production       ,General - Con,2-18-1951,MA,Clerk,Female,1824,Other,Divorced,Fully Meets,3
1963,Judy,Jung,Judy Jung,9-14-2020,8-31-2021,Production Technician I,Tiffany Baker,judy.jung@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Expert wrong space Mrs popular kitchen small.,Production       ,General - Con,05-08-1972,MA,Technician,Female,2446,Other,Married,Fully Meets,3
1964,April,Evensen,April Evensen,12-20-2022,03-11-2023,Production Technician I,Ashley Wagner,april.evensen@bilearner.com,EW,Terminated for Cause,Part-Time,Zone B,Part-Time,Voluntary,War good your trial second black sit.,Production       ,Executive,3-27-1969,MA,Manager,Female,2458,Other,Married,Fully Meets,3
1969,Allison,Lydon,Allison Lydon,1-17-2021,06-08-2021,Production Technician I,Derek Vargas,allison.lydon@bilearner.com,MSC,Leave of Absence,Full-Time,Zone A,Part-Time,Retirement,Indicate mother account loss really past.,Production       ,General - Con,02-10-1975,MA,Foreman,Female,2122,White,Single,Fully Meets,3
1970,Trina,Alagbe,Trina Alagbe,4-21-2022,4-21-2022,Production Technician I,Mark Bradley,trina.alagbe@bilearner.com,PYZ,Active,Part-Time,Zone C,Temporary,Retirement,Push must right.,Production       ,Field Operations,4-17-1952,MA,Foreman,Female,1886,Other,Single,Fully Meets,3
1971,Betsy,Bondwell,Betsy Bondwell,9-15-2018,7-14-2023,Production Technician II,Christopher Rodriguez,betsy.bondwell@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Voluntary,Glass minute shake food determine deep.,Production       ,General - Con,02-10-1994,MA,Lineman,Female,2210,Other,Divorced,Fully Meets,3
1972,Joe,Smith,Joe Smith,12-04-2021,01-07-2022,Production Technician II,Caroline Little,joe.smith@bilearner.com,EW,Active,Contract,Zone A,Temporary,Involuntary,Its card benefit dream bring.,Production       ,Field Operations,1-23-1996,MA,Laborer,Male,2045,Asian,Single,Fully Meets,3
1977,Paxton,Clarke,Paxton Clarke,12-26-2022,07-04-2023,Production Technician I,Ashley Williams,paxton.clarke@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone B,Full-Time,Voluntary,Before room than city she.,Production       ,Field Operations,9-22-1952,MA,Technician,Female,4549,White,Single,Fully Meets,3
1978,Lillian,Hines,Lillian Hines,10-05-2021,07-02-2023,Production Technician I,James Foster,lillian.hines@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Voluntary,Economy choice authority responsibility.,Production       ,Finance & Accounting,12-22-1976,MA,Administration,Female,61287,Other,Divorced,Fully Meets,3
1979,Liam,Snow,Liam Snow,9-25-2022,3-27-2023,Production Technician I,Christopher Sanford,liam.snow@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Voluntary,Let create wind fast gun heavy cold.,Production       ,Engineers,3-25-1972,MA,Engineer,Female,61958,Asian,Single,Fully Meets,3
1981,Ayanna,Short,Ayanna Short,04-08-2021,7-16-2023,Production Technician I,Amanda Mills,ayanna.short@bilearner.com,NEL,Active,Contract,Zone A,Temporary,Involuntary,Prevent involve hundred price.,Production       ,General - Con,11-14-1993,MA,Foreman,Male,19755,Black,Divorced,Fully Meets,3
1983,Ricardo,Bruce,Ricardo Bruce,3-14-2020,10-22-2022,Production Technician I,Daniel Huff,ricardo.bruce@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Resignation,Hold left direction. Ahead investment she.,Production       ,General - Con,11-26-1956,MA,Laborer,Female,31391,Asian,Widowed,Fully Meets,3
1985,Braxton,Rojas,Braxton Rojas,3-19-2023,04-04-2023,Production Technician I,Hunter Cervantes,braxton.rojas@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Resignation,Race least white while real huge.,Production       ,General - Con,11-09-1963,MA,Lineman,Female,88359,White,Widowed,Fully Meets,3
1988,Juliana,Dyer,Juliana Dyer,11-23-2018,8-19-2019,Production Technician I,Lisa Jones,juliana.dyer@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Retirement,Seven president one. Wind education reveal old.,Production       ,Field Operations,10-26-1989,MA,Laborer,Female,97548,Black,Single,Fully Meets,3
1990,Adriana,Weber,Adriana Weber,5-16-2020,5-18-2022,Production Technician II,Jacqueline Jackson,adriana.weber@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Resignation,To prevent method stand decision.,Production       ,Field Operations,9-18-1947,MA,Laborer,Female,46806,Black,Divorced,Fully Meets,3
1991,Lola,Hensley,Lola Hensley,6-18-2019,07-05-2023,Production Technician II,Kimberly Fox,lola.hensley@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Involuntary,Best candidate this seem soldier summer.,Production       ,General - Con,01-01-1949,MA,Technician,Female,67662,Other,Married,Fully Meets,3
1992,Shamar,Delgado,Shamar Delgado,5-20-2019,3-30-2021,Production Technician II,Melissa Welch,shamar.delgado@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Involuntary,Create who sound worry ground.,Production       ,General - Con,2-25-1950,MA,Laborer,Female,74114,White,Divorced,Fully Meets,3
1993,Emmanuel,Huang,Emmanuel Huang,10-16-2020,02-12-2021,Production Technician II,James Ferguson,emmanuel.huang@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Voluntary,Stuff oil customer fact billion there.,Production       ,Field Operations,7-21-1972,MA,Technician,Female,54589,Hispanic,Divorced,Fully Meets,3
1994,Brenna,Decker,Brenna Decker,07-01-2022,11-03-2022,Production Technician II,Michael Pope,brenna.decker@bilearner.com,MSC,Active,Full-Time,Zone A,Full-Time,Voluntary,Party course morning also blue.,Production       ,General - Con,12-29-1988,MA,Lineman,Female,43526,Other,Single,Fully Meets,3
1996,Gaige,Marsh,Gaige Marsh,10-24-2021,11-21-2021,Production Technician II,Carrie Davidson,gaige.marsh@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Resignation,Win join best machine feel.,Production       ,Aerial,07-10-1992,MA,Lineman,Female,92216,White,Single,Fully Meets,3
1997,Karli,Ross,Karli Ross,2-28-2019,10-11-2019,Production Technician II,Ricky Stephens,karli.ross@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Retirement,Tv she everybody picture budget.,Production       ,Wireline Construction,06-09-1990,MA,Project Manager,Female,64180,Asian,Divorced,Fully Meets,3
1999,Kayla,Gibbs,Kayla Gibbs,10-17-2021,11-12-2022,Production Technician II,Leslie Hernandez,kayla.gibbs@bilearner.com,PL,Active,Contract,Zone A,Temporary,Involuntary,Agreement cell total play relate.,Production       ,Field Operations,6-22-1943,MA,Locator,Female,65306,Other,Widowed,Fully Meets,3
2000,Jocelyn,Jackson,Jocelyn Jackson,5-13-2022,09-12-2022,Production Technician I,Judith Ryan,jocelyn.jackson@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Involuntary,Staff summer fire my game kitchen.,Production       ,General - Con,07-07-1963,MA,Flagger,Female,29557,Black,Widowed,Fully Meets,3
2001,Gilbert,Newman,Gilbert Newman,10-09-2019,01-06-2023,Production Technician I,Kimberly Meyer,gilbert.newman@bilearner.com,SVG,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Use eight hot bar board realize without.,Production       ,Yard (Material Handling),8-17-1977,MA,Coordinator,Female,18299,White,Widowed,Fully Meets,3
2002,Roberto,Rosales,Roberto Rosales,10-12-2018,7-21-2023,Production Technician I,Amanda Garcia,roberto.rosales@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone B,Temporary,Involuntary,Onto work name back goal claim reduce.,Production       ,General - Con,5-25-1990,MA,Laborer,Female,81634,White,Married,Fully Meets,3
2003,Justice,Rhodes,Justice Rhodes,4-13-2020,11-28-2022,Production Technician I,Kathleen Hayes,justice.rhodes@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone B,Part-Time,Voluntary,Number environmental next shoulder kid move away.,Production       ,Shop (Fleet),07-01-1985,MA,Welder,Female,48650,Other,Married,Fully Meets,3
2005,Laci,Baird,Laci Baird,12-21-2018,11-16-2022,Production Technician I,Glenn Rollins,laci.baird@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Retirement,Point himself deep audience upon door too.,Production       ,Splicing,03-09-1947,MA,Laborer,Female,53844,Asian,Widowed,Fully Meets,3
2008,Kaila,Johnston,Kaila Johnston,7-15-2019,1-13-2020,Production Technician I,Michelle Taylor,kaila.johnston@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Voluntary,Follow yourself child to foot.,Production       ,Field Operations,09-03-1941,MA,Lineman,Female,67443,Asian,Widowed,Fully Meets,3
2010,Araceli,Mcguire,Araceli Mcguire,02-04-2023,6-24-2023,Production Technician I,Eric Vincent,araceli.mcguire@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Resignation,Food shake indicate cost happen up president.,Production       ,Catv,03-07-1949,MA,Laborer,Female,71663,Hispanic,Married,Fully Meets,3
